1746057600000000,94330.36000000,98000.00000000,94330.36000000,96613.21000000,3.00409000,1746143999999999,289588.05794980,1428,1.51021000,145872.60668210,0
1746144000000000,96668.13000000,98051.56000000,96533.41000000,97026.13000000,2.29888000,1746230399999999,223588.56114840,1026,1.36776000,133075.66142690,0
1746230400000000,97064.24000000,97685.97000000,95959.19000000,96099.89000000,1.82648000,1746316799999999,176200.98191120,1611,1.04896000,101214.32892610,0
1746316800000000,96052.98000000,96474.70000000,94364.27000000,94447.93000000,2.48746000,1746403199999999,238150.51225570,4859,1.53297000,146665.90682020,0
1746403200000000,94376.52000000,95338.92000000,93264.31000000,94935.82000000,3.60239000,1746489599999999,340141.92378710,1482,1.75948000,166177.73822670,0
1746489600000000,94964.56000000,97051.46000000,93608.73000000,97003.81000000,3.22485000,1746575999999999,306531.00897770,1360,1.75344000,166675.67782560,0
1746576000000000,97051.46000000,97845.94000000,95992.57000000,97176.47000000,2.05239000,1746662399999999,199129.40277290,1237,0.96912000,93970.08118200,0
1746662400000000,97174.94000000,104247.35000000,96437.64000000,103286.21000000,6.24985000,1746748799999999,631108.77790370,2532,3.94356000,399047.77839940,0
1746748800000000,103428.62000000,104531.66000000,102453.80000000,103152.25000000,3.94733000,1746835199999999,406904.57824480,1954,2.35173000,242219.78477090,0
1746835200000000,103171.12000000,105170.89000000,103024.07000000,104867.27000000,2.35533000,1746921599999999,244877.50593530,1532,1.24846000,130009.51125100,0
1746921600000000,104991.32000000,105122.70000000,103321.82000000,104321.56000000,2.73645000,1747007999999999,285522.51873370,1631,1.25364000,130777.73269370,0
1747008000000000,104330.58000000,105968.84000000,100951.50000000,103038.26000000,6.80307000,1747094399999999,704138.71065610,3103,3.35847000,348504.51775770,0
1747094400000000,102945.08000000,105142.85000000,101690.41000000,104334.24000000,4.13935000,1747180799999999,429844.17724370,2010,2.78036000,289218.03965700,0
1747180800000000,104298.67000000,104517.84000000,102823.48000000,103790.79000000,2.73904000,1747267199999999,284362.12189770,1434,1.58321000,164321.22547240,0
1747267200000000,103699.02000000,104316.88000000,101530.86000000,103926.25000000,2.91588000,1747353599999999,300491.85399810,1855,1.65256000,170465.89885420,0
1747353600000000,103965.63000000,104705.80000000,103321.70000000,103652.14000000,2.59832000,1747439999999999,270416.87508490,1163,1.22219000,127259.50686280,0
1747440000000000,103620.59000000,103888.13000000,102806.83000000,103320.09000000,1.59957000,1747526399999999,165318.43181540,965,0.72642000,75061.63483800,0
1747526400000000,103334.28000000,106744.12000000,103295.20000000,106705.34000000,3.44773000,1747612799999999,361834.80841840,1919,2.23534000,234838.31189390,0
1747612800000000,106653.89000000,107212.38000000,102294.53000000,105662.71000000,5.11898000,1747699199999999,533010.00384320,2477,2.48168000,259284.86976420,0
1747699200000000,105809.33000000,107446.29000000,104363.26000000,106879.22000000,3.66792000,1747785599999999,388613.53248190,2412,1.95084000,206715.51687310,0
1747785600000000,106993.25000000,110843.64000000,106245.47000000,109749.44000000,5.85447000,1747871999999999,633076.75113880,3916,3.31060000,358493.77077320,0
1747872000000000,109746.61000000,112142.55000000,109370.20000000,111862.79000000,3.60459000,1747958399999999,400455.88047070,2864,1.59670000,177508.43984800,0
1747958400000000,111835.53000000,111961.81000000,107016.34000000,107413.62000000,4.90059000,1748044799999999,537171.08084600,2874,2.07644000,227552.10491740,0
1748044800000000,107446.87000000,109633.80000000,107073.38000000,107955.76000000,2.16261000,1748131199999999,234731.36773980,1234,1.17910000,127898.84577370,0
1748131200000000,107948.83000000,109450.36000000,106823.41000000,109183.89000000,2.85382000,1748217599999999,307706.08901990,1590,1.38079000,148737.09071180,0
1748217600000000,109210.32000000,110588.05000000,108921.88000000,109633.25000000,2.33720000,1748303999999999,256464.26705710,1245,1.00699000,110537.53107910,0
1748304000000000,109617.65000000,110895.32000000,107734.69000000,109150.73000000,2.82274000,1748390399999999,309052.49731300,2119,1.36442000,149438.44662030,0
1748390400000000,109069.82000000,109436.04000000,106998.74000000,107949.61000000,2.91990000,1748476799999999,316113.17723280,1481,1.44529000,156566.55112650,0
1748476800000000,107980.96000000,109054.33000000,104678.00000000,105844.54000000,4.33758000,1748563199999999,464885.52136720,1849,1.98086000,212283.14412630,0
1748563200000000,105826.52000000,106471.90000000,103839.15000000,104120.12000000,3.31878000,1748649599999999,349932.17949410,1802,1.60576000,169351.60096550,0
1748649600000000,104177.21000000,105056.39000000,103306.13000000,104827.77000000,1.53946000,1748735999999999,160307.25740250,873,0.77931000,81159.84081180,0
